Trace,SRRIP,GHRP,Hawkeye,Thermometer,Thermometer-7979-entry,OPT
cassandra_result,0.46254821334193025,-0.30699107514346563,-0.0745924590397332,1.448742985872416,1.9866333312092577,3.520464197493852
drupal_result,0.49442006451800036,-0.07447179516987225,-0.08428027550931805,2.2650324043128216,2.1146357057746474,3.5681071812607157
finagle-chirper_result,0.18555813613552585,0.03694921310357914,-0.25905052703383297,0.8388689480437179,0.5079501713469102,1.6582482012635904
finagle-http_result,0.13538434517886316,-0.18148820326677417,-0.14672735788301422,0.7398571512206592,0.7651045020783402,1.8068321526842765
kafka_result,0.5744301288404318,-0.3417244796828572,-0.9288404360753157,1.7411298315163513,2.0749256689791893,4.173637264618436
mediawiki_result,-0.022226306543522867,-0.12480925982125063,-0.386823219651484,1.5319054356142312,1.438725919720282,3.352752856294108
tomcat_result,1.7901143670544348,1.2055171059735774,0.44617876601384393,4.1373386344671745,3.0383350512933816,8.961861286997484
verilator_result,2.243632087935315,1.4876076732019263,1.348227025313121,64.87244358716906,64.16926491571104,65.04716482587328
wordpress_result,0.3096281168681413,-0.058558509100351853,-0.11382310206381949,1.8445930366612784,1.7743228257408594,2.8521653838693206
