Trace,Perfect-BTB,Perfect-BP,Perfect-I-Cache
cassandra_result,70.80006090102009,26.29244039837668,0.0
drupal_result,57.81857925539119,37.529367255335146,0.0
finagle-chirper_result,52.937341880209225,45.72661379192599,0.0
finagle-http_result,53.67499774429306,45.00983488225209,0.0
kafka_result,71.21108646344807,24.70626355275293,0.0
mediawiki_result,29.623788045365764,65.98651945874323,0.00022121006329947198
tomcat_result,61.17230488558452,35.47340441183682,0.0
verilator_result,99.7634181469035,0.03616578652585081,0.00016002560410196775
wordpress_result,57.601419720414704,38.41768112332264,0.0
