Trace,Confluence-LRU,Shotgun-LRU,OPT,Confluence-OPT,Shotgun-OPT,Perfect-BTB
cassandra_result,3.6724365133115957,-11.08713570952313,8.742446435977802,10.469725367899908,2.6796448840518066,70.80006090102009
drupal_result,3.8229977720587094,-17.98280234844627,9.257399614197167,10.914576901340029,-0.7085507171915753,57.81857925539119
finagle-chirper_result,1.0898818854863486,-14.083720063946359,2.936876251377481,3.5092892951931547,-3.585031585155749,52.937341880209225
finagle-http_result,0.9787963547775884,-14.993774248849583,3.286113868086261,3.8401154921952476,-3.218984029594871,53.67499774429306
kafka_result,4.572169188205679,-14.29874629246528,10.522668926497346,12.769871139802099,3.3334164153435957,71.21108646344807
mediawiki_result,2.8452038340128305,-5.46698550410455,5.114155453159889,6.666607677316464,2.004163173391089,29.623788045365764
tomcat_result,5.305581983855305,-11.709317038243109,12.974802114699912,15.263896108991405,4.980137906682492,61.17230488558452
verilator_result,31.520723315730514,16.135061609857573,51.55752920467275,66.28660585693711,43.66826692270763,99.7634181469035
wordpress_result,2.902487624147687,-7.228198262710561,6.68451695258258,8.03107195118153,2.022167564369991,57.601419720414704
